codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
80383,80383,80383,80383,80383,ACIDENTE,-10.418.333,-49.880.000,LAGOA DA CONFUSÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,TO,BRASIL,***,11/11/2021,12:40:00,SIM,FINALIZADA,A-126/CENIPA/2021,SIM,2022-07-08,0,1,NÃO
80372,80372,80372,80372,80372,INCIDENTE,-3.072.778,-60.021.111,MANAUS,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AM,BRASIL,SWFN,08/11/2021,12:17:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80373,80373,80373,80373,80373,ACIDENTE,-199.916,-4.401.527,BELO HORIZONTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,***,08/11/2021,10:35:00,SIM,ATIVA,A-125/CENIPA/2021,NÃO,NULL,0,1,NÃO
80363,80363,80363,80363,80363,INCIDENTE,-22.979167°,-46.537500°,SÃO PAULO,COMBUSTÍVEL,COMBUSTÍVEL,SP,BRASIL,SBBP,07/11/2021,12:43:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80365,80365,80365,80365,80365,ACIDENTE,-601.138,-3.529.166,SÃO JOSÉ DE MIPIBU,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RN,BRASIL,SSCE,07/11/2021,19:08:00,SIM,FINALIZADA,A-124/CENIPA/2021,SIM,2022-07-08,0,1,NÃO
80385,80385,80385,80385,80385,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SP,BRASIL,SBKP,07/11/2021,12:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80399,80399,80399,80399,80399,INCIDENTE,-22.81,-4.325.055.555.555,RIO DE JANEIRO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RJ,BRASIL,SBGL,07/11/2021,21:57:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80543,80543,80543,80543,80543,INCIDENTE,-23.435.556,-46.473.056,GUARULHOS,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",SP,BRASIL,SBGR,07/11/2021,19:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80361,80361,80361,80361,80361,ACIDENTE,-20.573611°,-49.108889°,ALTAIR,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,**NI,06/11/2021,11:10:00,SIM,ATIVA,A-123/CENIPA/2021,NÃO,NULL,0,1,SIM
80367,80367,80367,80367,80367,ACIDENTE,-7.664.444.444.444,-5.002.305.555.555,PAU D'ARCO,COLISÃO COM AVE,COLISÃO COM AVE,PA,BRASIL,***,06/11/2021,14:15:00,SIM,ATIVA,A-122/CENIPA/2021,NÃO,NULL,0,1,SIM
80374,80374,80374,80374,80374,INCIDENTE,-23.228889°,-45.871111°,SÃO JOSÉ DOS CAMPOS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBSJ,06/11/2021,14:17:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80362,80362,80362,80362,80362,INCIDENTE,-23.506667°,-46.633889°,SÃO PAULO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SP,BRASIL,SBMT,05/11/2021,21:46:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80364,80364,80364,80364,80364,INCIDENTE,-26.832778 S,-49.093611 W,BLUMENAU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SC,BRASIL,SSBL,05/11/2021,17:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,2,NÃO
80366,80366,80366,80366,80366,INCIDENTE,-8.713.611,-63.902.778,PORTO VELHO,COMBUSTÍVEL,COMBUSTÍVEL,RO,BRASIL,SBPV,05/11/2021,17:56:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80369,80369,80369,80369,80369,ACIDENTE,-197.653.736,-421.083.691,PIEDADE DE CARATINGA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,MG,BRASIL,SNCT,05/11/2021,18:15:00,NÃO,ATIVA,A-121/CENIPA/2021,NÃO,NULL,0,1,NÃO
80379,80379,80379,80379,80379,INCIDENTE,-20.469444°,-54.670278°,CAMPO GRANDE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,MS,BRASIL,SBCG,05/11/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80378,80378,80378,80378,80378,INCIDENTE,-138.472,-4.847.888,BRASÍLIA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,DF,BRASIL,SBBR,04/11/2021,12:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80360,80360,80360,80360,80360,INCIDENTE,-24.928.889,-53.496.111,CASCAVEL,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,PR,BRASIL,SILQ,02/11/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80377,80377,80377,80377,80377,INCIDENTE,-2.025.805.555.555,-4.028.638.888.888,VITÓRIA,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ES,BRASIL,SBVT,01/11/2021,00:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80375,80375,80375,80375,80375,INCIDENTE,-2.046.944.444.444,-5.467.027.777.777,CAMPO GRANDE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,MS,BRASIL,SBCG,31/10/2021,19:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80392,80392,80392,80392,80392,INCIDENTE,-2.343.555.556,-4.647.305.556,GUARULHOS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,SBGR,30/10/2021,16:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80351,80351,80351,80351,80351,ACIDENTE,-12,"-45,895",LUÍS EDUARDO MAGALHÃES,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,BA,BRASIL,SSQZ,29/10/2021,19:35:00,SIM,ATIVA,A-119/CENIPA/2021,NÃO,NULL,0,1,SIM
80371,80371,80371,80371,80371,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,SBKP,29/10/2021,20:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80376,80376,80376,80376,80376,INCIDENTE,-1.962.444.444.444,-4.397.194.444.444,CONFINS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MG,BRASIL,SBCF,29/10/2021,21:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80349,80349,80349,80349,80349,ACIDENTE,-20.227778°,-50.968333°,SANTA FÉ DO SUL,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,SILT,25/10/2021,17:50:00,SIM,ATIVA,A-117/CENIPA/2021,NÃO,NULL,0,1,SIM
80345,80345,80345,80345,80345,INCIDENTE,-1.985.194,-4.395.055,BELO HORIZONTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MG,BRASIL,SBBH,24/10/2021,07:12:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80348,80348,80348,80348,80348,ACIDENTE,-12.713.889,-60.202.778,VILHENA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,RO,BRASIL,***,24/10/2021,18:40:00,SIM,ATIVA,A-116/CENIPA/2021,NÃO,NULL,0,1,NÃO
80340,80340,80340,80340,80340,INCIDENTE,-18.459.594,-50.148.162,GOUVELÂNDIA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,GO,BRASIL,APUA,23/10/2021,11:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80341,80341,80341,80341,80341,INCIDENTE,-4.242.593.460.659,-5.600.131.674.562,ITAITUBA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,PA,BRASIL,SBIH,23/10/2021,19:22:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80343,80343,80343,80343,80343,INCIDENTE,-2.350.666,-4.663.388,SÃO PAULO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,SBMT,23/10/2021,14:38:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80358,80358,80358,80358,80358,ACIDENTE,-17.719167°,-56.997500°,CORUMBÁ,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MS,BRASIL,SIFW,23/10/2021,14:15:00,SIM,ATIVA,A-120/CENIPA/2021,NÃO,NULL,0,1,NÃO
80338,80338,80338,80338,80338,ACIDENTE,-12.834.834,-50.755.490,COCALINHO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MT,BRASIL,***,22/10/2021,14:55:00,SIM,ATIVA,A-114/CENIPA/2021,NÃO,NULL,0,1,NÃO
80339,80339,80339,80339,80339,INCIDENTE GRAVE,-16.585.525,-54.724.600,RONDONÓPOLIS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MT,BRASIL,SBRD,22/10/2021,17:30:00,SIM,ATIVA,IG-115/CENIPA/2021,NÃO,NULL,0,1,SIM
80342,80342,80342,80342,80342,INCIDENTE,-23.181.666,-46.943.611,JUNDIAÍ,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,SBJD,22/10/2021,14:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80344,80344,80344,80344,80344,INCIDENTE GRAVE,"-3,83555","-40,48305",SOBRAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CE,BRASIL,***,22/10/2021,14:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80347,80347,80347,80347,80347,INCIDENTE,-1.670.611.111.111,-4.382.194.444.444,MONTES CLAROS,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,MG,BRASIL,SBMK,22/10/2021,09:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80337,80337,80337,80337,80337,INCIDENTE GRAVE,-198.425,-4.460.083,PARÁ DE MINAS,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,MG,BRASIL,***,20/10/2021,17:23:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80334,80334,80334,80334,80334,INCIDENTE,-1.643.805.555.555,-3.908.388.888.888,PORTO SEGURO,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,BA,BRASIL,SBPS,19/10/2021,14:27:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80332,80332,80332,80332,80332,INCIDENTE,-2.343.555.555.555,-4.647.305.555.555,GUARULHOS,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SP,BRASIL,SBGR,15/10/2021,13:42:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80336,80336,80336,80336,80336,INCIDENTE,-1.384.722.222.222,-4.847.888.888.888,BELÉM,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,PA,BRASIL,SBBE,15/10/2021,19:53:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80330,80330,80330,80330,80330,INCIDENTE,-2.217.833.333.333,-5.141.888.888.888,PRESIDENTE PRUDENTE,INDETERMINADO,INDETERMINADO,SP,BRASIL,SBDN,14/10/2021,08:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80331,80331,80331,80331,80331,INCIDENTE,-138.472,-4.847.888,BRASÍLIA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,DF,BRASIL,SBBR,14/10/2021,14:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80333,80333,80333,80333,80333,INCIDENTE,-14.019.444,-52.152.222,ÁGUA BOA,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MT,BRASIL,SWHP,14/10/2021,10:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80328,80328,80328,80328,80328,ACIDENTE,-6.821.667,-56.847.222,ITAITUBA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,PA,BRASIL,***,13/10/2021,19:53:00,SIM,ATIVA,A-113/CENIPA/2021,NÃO,NULL,0,1,NÃO
80329,80329,80329,80329,80329,INCIDENTE GRAVE,-16.625.556,-49.349.444,GOIÂNIA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,GO,BRASIL,SBNV,13/10/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80325,80325,80325,80325,80325,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SP,BRASIL,SBKP,11/10/2021,03:04:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80335,80335,80335,80335,80335,INCIDENTE,-3.775.833.333.333,-3.853.222.222.222,FORTALEZA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,CE,BRASIL,SBFZ,11/10/2021,22:34:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80326,80326,80326,80326,80326,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,SP,BRASIL,SBKP,10/10/2021,08:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80327,80327,80327,80327,80327,INCIDENTE,-1.384.722.222.222,-4.847.888.888.888,BELÉM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PA,BRASIL,SBBE,09/10/2021,21:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80323,80323,80323,80323,80323,INCIDENTE,-506.055,-4.282.444,TERESINA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,PI,BRASIL,SBTE,08/10/2021,16:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80317,80317,80317,80317,80317,ACIDENTE,-2.298.027.778,-4.337.250.000,RIO DE JANEIRO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RJ,BRASIL,SBJR,06/10/2021,19:53:00,SIM,ATIVA,A-112/CENIPA/2021,NÃO,NULL,0,1,NÃO
80319,80319,80319,80319,80319,INCIDENTE,-2.219.000,-4.786.000,ITIRAPINA,COLISÃO COM AVE,COLISÃO COM AVE,SP,BRASIL,***,05/10/2021,18:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80316,80316,80316,80316,80316,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SP,BRASIL,SBKP,03/10/2021,16:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80984,80984,80984,80984,80984,INCIDENTE GRAVE,NULL,NULL,BARRA DO CHOÇA,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,BA,BRASIL,SNGW,03/10/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80315,80315,80315,80315,80315,INCIDENTE GRAVE,-16.628.056,-49.345.556,GOIÂNIA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,GO,BRASIL,SBNV,01/10/2021,16:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80918,80918,80918,80918,80918,INCIDENTE GRAVE,-13.731.389,-57.891.667,CAMPO NOVO DO PARECIS,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MT,BRASIL,**NI,01/10/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80311,80311,80311,80311,80311,ACIDENTE,-12.616.667,-59.950.000,VILHENA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RO,BRASIL,***,29/09/2021,15:10:00,SIM,ATIVA,A-111/CENIPA/2021,NÃO,NULL,0,1,NÃO
80312,80312,80312,80312,80312,INCIDENTE GRAVE,-242.416,-4.824.166,TOMÉ-AÇU,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PA,BRASIL,**NI,29/09/2021,20:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80314,80314,80314,80314,80314,ACIDENTE,-16.637.907,-49.208.172,GOIÂNIA,SAÍDA DE PISTA,*** SAÍDA DE PISTA - (excluir),GO,BRASIL,SBGO,28/09/2021,15:05:00,SIM,ATIVA,A-110/CENIPA/2021,NÃO,NULL,0,1,SIM
80309,80309,80309,80309,80309,INCIDENTE,-8.713.611,-63.902.778,PORTO VELHO,COM TRANSPORTE DE CARGA,OUTROS | COM TRANSPORTE DE CARGA,RO,BRASIL,SBPV,27/09/2021,18:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80308,80308,80308,80308,80308,INCIDENTE,-2.023.305.555.555,-4.512.833.333.333,SÃO SEBASTIÃO DO OESTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,***,25/09/2021,15:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80310,80310,80310,80310,80310,ACIDENTE,-25.217.778,-50.117.500,PONTA GROSSA,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,PR,BRASIL,SBPG,24/09/2021,19:10:00,SIM,ATIVA,A-109/CENIPA/2021,NÃO,NULL,0,1,NÃO
80535,80535,80535,80535,80535,INCIDENTE,-102.333,-6.258.055,ARIQUEMES,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RO,BRASIL,SJOG,24/09/2021,14:54:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80307,80307,80307,80307,80307,ACIDENTE,-48.100.556,-18.973.889,UBERLÂNDIA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MG,BRASIL,SJPT,22/09/2021,20:57:00,SIM,ATIVA,A-108/CENIPA/2021,NÃO,NULL,0,1,SIM
80305,80305,80305,80305,80305,INCIDENTE,-22.43,-4.548.083,ITAJUBÁ,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,SNHH,21/09/2021,14:15:00,SIM,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,NÃO
80300,80300,80300,80300,80300,INCIDENTE,-2.669.444.444.444,-5.677.111.111.111,PARINTINS,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,AM,BRASIL,SWPI,20/09/2021,00:54:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80313,80313,80313,80313,80313,INCIDENTE,-15.65,-561.175,CUIABÁ,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MT,BRASIL,SBCY,20/09/2021,16:42:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80302,80302,80302,80302,80302,INCIDENTE GRAVE,-1.290.861,-3.832.250,SALVADOR,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,BA,BRASIL,SBSV,19/09/2021,18:55:00,SIM,ATIVA,IG-107/CENIPA/2021,NÃO,NULL,0,1,SIM
80303,80303,80303,80303,80303,INCIDENTE,-23.506.666,-4.663.388,SÃO PAULO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBMT,19/09/2021,18:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80298,80298,80298,80298,80298,ACIDENTE,-23.181.667,-46.943.611,JUNDIAÍ,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SP,BRASIL,SBJD,18/09/2021,14:20:00,SIM,ATIVA,A-106/CENIPA/2021,NÃO,NULL,0,1,NÃO
80299,80299,80299,80299,80299,INCIDENTE,-3.041.111,-60.050.556,MANAUS,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,AM,BRASIL,SBEG,18/09/2021,16:51:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80301,80301,80301,80301,80301,ACIDENTE,-41.694.444.444,-650.338.888.888,SANTA ISABEL DO RIO NEGRO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,AM,BRASIL,***,16/09/2021,17:05:00,SIM,ATIVA,A-105/CENIPA/2021,NÃO,NULL,0,1,NÃO
80304,80304,80304,80304,80304,INCIDENTE,-138.472,-4.847.888,BRASÍLIA,COLISÃO DE VEÍCULO COM AERONAVE,OUTROS | COLISÃO DE VEÍCULO COM AERONAVE,DF,BRASIL,SBBR,16/09/2021,15:34:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80295,80295,80295,80295,80295,INCIDENTE,-1.985.194.444.444,-4.395.055.555.555,BELO HORIZONTE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,MG,BRASIL,SBBH,15/09/2021,18:36:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80296,80296,80296,80296,80296,INCIDENTE,-2.019.925,-4.345.258.333.333,MARIANA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,SWNG,15/09/2021,18:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80297,80297,80297,80297,80297,INCIDENTE,-1.985.194.444.444,-4.395.055.555.555,BELO HORIZONTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,MG,BRASIL,SBBH,15/09/2021,18:32:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80294,80294,80294,80294,80294,ACIDENTE,-226.925.050,-476.242.880,PIRACICABA,COLISÃO COM AVE,COLISÃO COM AVE,SP,BRASIL,SDPW,14/09/2021,12:00:00,NÃO,ATIVA,A-104/CENIPA/2021,NÃO,NULL,0,1,NÃO
80292,80292,80292,80292,80292,INCIDENTE,-2.553.166.666.666,-4.917.611.111.111,CURITIBANOS,COLISÃO COM AVE,COLISÃO COM AVE,SC,BRASIL,SBCT,11/09/2021,03:55:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80285,80285,80285,80285,80285,ACIDENTE,-539.388,-5.717.055,ITAITUBA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PA,BRASIL,**NI,10/09/2021,13:43:00,SIM,ATIVA,A-102/CENIPA/2021,NÃO,NULL,0,1,NÃO
80286,80286,80286,80286,80286,ACIDENTE,-3.002.534,-60.094.019,MANAUS,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,AM,BRASIL,***,10/09/2021,14:00:00,SIM,ATIVA,A-103/CENIPA/2021,NÃO,NULL,0,1,NÃO
80289,80289,80289,80289,80289,INCIDENTE GRAVE,-27.610.278,-48.671.944,SÃO JOSÉ,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,SC,BRASIL,SSKT,10/09/2021,18:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80290,80290,80290,80290,80290,INCIDENTE,-15.863.056,-47.921.667,BRASÍLIA,FOGO/FUMAÇA (SEM IMPACTO),FOGO/FUMAÇA (SEM IMPACTO),DF,BRASIL,SBBR,10/09/2021,14:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80291,80291,80291,80291,80291,INCIDENTE,-22.81,-4.325.055.555.555,RIO DE JANEIRO,EVACUAÇÃO,EVACUAÇÃO,RJ,BRASIL,SBGL,09/09/2021,23:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80276,80276,80276,80276,80276,INCIDENTE,-2.343.555.555.555,-4.647.305.555.555,GUARULHOS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SP,BRASIL,SBGR,08/09/2021,12:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
